Initial Clause,Final Clause,Status
"Nenhuma modificação, alteração, aditivo ou renúncia ao presente Acordo vinculará as Partes, a não ser que convencionada por escrito e em instrumento devidamente assinado por ambas as Partes.","Nenhuma modificação, alteração, aditivo ou renúncia ao presente Acordo vinculará as Partes, a não ser que convencionada por escrito e em instrumento devidamente assinado por ambas as Partes.",equal
"Caso qualquer previsão deste Acordo venha a ser considerada ilegal ou inexequível, em qualquer extensão, sob qualquer determinação legal, tal previsão deixará de integrar este Acordo e o cumprimento das demais previsões não deverá ser afetado.","Caso qualquer previsão deste Acordo venha a ser considerada ilegal ou inexequível, em qualquer extensão, sob qualquer determinação legal, tal previsão deixará de integrar este Acordo e o cumprimento das demais previsões não deverá ser afetado.",equal
"É vedada a cessão por qualquer das Partes dos direitos e obrigações previstos neste Acordo, sem prévia e expressa anuência por escrito da outra Parte.","É vedada a cessão por qualquer das Partes dos direitos e obrigações previstos neste Acordo, sem prévia e expressa anuência por escrito da outra Parte.",equal
"Cada Parte se obriga a arcar com seus próprios custos na análise e avaliação da possível Operação, isentando a outra Parte de qualquer obrigação de reembolso ou ressarcimento, independentemente da realização ou não de qualquer proposta ou da conclusão final de qualquer negócio referente à Operação.","Cada Parte se obriga a arcar com seus próprios custos na análise e avaliação da possível Operação, isentando a outra Parte de qualquer obrigação de reembolso ou ressarcimento, independentemente da realização ou não de qualquer proposta ou da conclusão final de qualquer negócio referente à Operação.",equal
"O presente Acordo substitui todas as tratativas e discussões anteriores, passando a constituir o único acordo entre a Parte Receptora e a Parte Reveladora no que diz respeito às Informações Confidenciais.","O presente Acordo substitui todas as tratativas e discussões anteriores, passando a constituir o único acordo entre a Parte Receptora e a Parte Reveladora no que diz respeito às Informações Confidenciais.",equal
"As Partes reconhecem a forma de contratação por meios eletrônicos, digitais e informáticos como válida e eficaz, constituindo título executivo extrajudicial para todos os fins de direito, ainda que seja estabelecida com assinatura eletrônica ou certificação fora dos padrões ICP-BRASIL, conforme disposto pelo art. 10 da Medida  Provisória no 2.200/2001 em vigor no Brasil.","As Partes reconhecem a forma de contratação por meios eletrônicos, digitais e informáticos como válida e eficaz, constituindo título executivo extrajudicial para todos os fins de direito, ainda que seja estabelecida com assinatura eletrônica ou certificação fora dos padrões ICP-BRASIL, conforme disposto pelo art. 10 da Medida Provisória no 2.200/2001 em vigor no Brasil. As Partes reconhecem e anuem que a assinatura eletrônica é uma forma válida de expressar o consentimento das Partes em um contrato e que será considerada a data de assinatura deste Acordo, para todos os fins e efeitos, a data indicada abaixo, independentemente da data em que as assinaturas eletrônicas forem completadas.",changed
"Este Acordo será regido e interpretado de acordo com as leis da República Federativa do Brasil, e, na eventualidade do surgimento de quaisquer controvérsias ou litígios em decorrência do mesmo, as questões serão dirimidas no Foro Central da Comarca de São Paulo, Estado de São Paulo, com exclusão de qualquer outro, por mais privilegiado que seja.","Este Acordo será regido e interpretado de acordo com as leis da República Federativa do Brasil, e, na eventualidade do surgimento de quaisquer controvérsias ou litígios em decorrência do mesmo, as questões serão dirimidas no Foro Central da Comarca do Rio de Janeiro, Estado do Rio de Janeiro, com exclusão de qualquer outro, por mais privilegiado que seja.",changed
"E, POR ESTAREM JUSTAS E CONTRATADAS, as Partes assinam o presente Acordo em uma única via, em formato digital, por seus devidos representantes legais devidamente autorizados.","E, POR ESTAREM JUSTAS E CONTRATADAS, as Partes assinam o presente Acordo em uma única via, em formato digital, por seus devidos representantes legais devidamente autorizados.",equal
,"são ou se tornarem disponíveis para a Parte Receptora como informações não confidenciais por uma fonte (que não a Parte Reveladora) que, no melhor conhecimento da Parte Receptora, não seja proibida de divulgar tal informação;",added
,"As Partes reconhecem que a assinatura do presente Acordo não impede que gestoras de recursos relacionadas à Parte Receptora negociem quaisquer valores mobiliários, nos mercados organizados, para clientes e fundos de investimento que estejam sob gestão, no curso normal de seus negócios.",added
,"Na hipótese de a Parte Receptora não possuir mais interesse na análise da Operação e no recebimento das Informações Confidenciais, esta poderá notificar a Parte Reveladora por escrito, a fim de suspender a divulgação de Informações Confidenciais pela Parte Reveladora à Parte Receptora.",added
,"Cada Parte se compromete a direcionar os documentos para assinatura eletrônica aos seus representantes legais, na forma do seu Contrato Social/Estatuto Social. Assim, as Partes se responsabilizam por todas e quaisquer informações prestadas às outras, se comprometendo, ainda, a informar sempre que houver qualquer alteração e/ou atualização, especialmente sobre seus representantes legais.",added
,"Uma vez assinado eletronicamente por todas as Partes, o documento final será enviado automaticamente por e-mail para todos os participantes do fluxo de assinatura. Sem prejuízo disso, a versão final ficará disponível na plataforma de assinatura eletrônica, ficando cada uma das Partes responsável por extrair, da plataforma, a sua respectiva via.",added
"As PARTES, neste ato, obrigam-se por si, seus diretores, funcionários, subcontratados e/ou representantes a qualquer título, a manter sigilo e confidencialidade sobre todas as INFORMAÇÕES CONFIDENCIAIS (conforme definido na Cláusula 2 abaixo), bem como ao NEGÓCIO. As PARTES obrigam-se ainda a não divulgar, usar, vender, licenciar, sublicenciar, ceder e/ou transferir a qualquer título ou sob qualquer forma ou pretexto, em benefício próprio e/ou de terceiros, as INFORMAÇÕES CONFIDENCIAIS sem o prévio consentimento por escrito da PARTE DIVULGADORA.","A PARTE RECEPTORA, neste ato, obriga-se por si e seus REPRESENTANTES (conforme definido abaixo) a manter sigilo e confidencialidade sobre todas as INFORMAÇÕES CONFIDENCIAIS (conforme definidas na Cláusula 2 abaixo) relacionadas ao NEGÓCIO. A PARTE RECEPTORA obriga-se ainda a não divulgar, usar, vender, licenciar, sublicenciar, ceder e/ou transferir a qualquer título ou sob qualquer forma ou pretexto, em benefício próprio e/ou de terceiros, as INFORMAÇÕES CONFIDENCIAIS em descumprimento a este Acordo ou sem o prévio consentimento por escrito da PARTE DIVULGADORA. De qualquer forma, a revelação das INFORMAÇÕES CONFIDENCIAIS é permitida para os REPRESENTANTES da PARTE RECEPTORA.",changed
"São consideradas “INFORMAÇÕES CONFIDENCIAIS”, para os fins deste ACORDO, todas e quaisquer informações, dados, especificações técnicas, desenhos, manuais, esboços, modelos, amostras, materiais promocionais, projetos, estudos, informações críticas sobre o negócio de cada uma das PARTES, abrangendo informações econômicas e financeiras, estratégias de marketing e publicidade, planos de desenvolvimento de negócios; dados de design; dados técnicos; dados de engenharia; dados de mercado; informações de desenvolvimento de produto; especificações, desenhos e descrições de equipamentos; informações de contato e pessoais; projeções; estimativas e qualquer forma de dados, planos, contratos, modelos financeiros e de gestão; planos de negócios; taxas de locação de equipamentos; especificações e designs de layout; aplicações de melhoria de processos; e know-how, além de informações sobre fornecedores, contratos com clientes e novos serviços, documentos e outros papéis de qualquer natureza, tangíveis ou em formato eletrônico, arquivos em qualquer meio, programas e documentação de computador, comunicadas por escrito, verbalmente ou de outra forma divulgadas por uma PARTE (""PARTE DIVULGADORA"") à outra PARTE (""PARTE RECEPTORA""), observadas as ressalvas abaixo.","São consideradas “INFORMAÇÕES CONFIDENCIAIS”, para os fins deste ACORDO, todas e quaisquer informações não públicas, dados, especificações técnicas, desenhos, manuais, esboços, modelos, amostras, materiais promocionais, projetos, estudos, informações críticas sobre a AGGREKO e/ou o NEGÓCIO, abrangendo informações econômicas e financeiras, estratégias de marketing e publicidade, planos de desenvolvimento de negócios; dados de design; dados técnicos; dados de engenharia; dados de mercado; informações de desenvolvimento de produto; especificações, desenhos e descrições de equipamentos; informações de contato e pessoais; projeções; estimativas e qualquer forma de dados, planos, contratos, modelos financeiros e de gestão; planos de negócios; taxas de locação de equipamentos; designs de layout; aplicações de melhoria de processos; e know-how, além de informações sobre fornecedores, contratos com clientes e novos serviços, documentos e outros papéis, tangíveis ou em formato eletrônico, arquivos em qualquer meio, programas e documentação de computador, comunicadas por escrito ou verbalmente  pela AGGREKO para a PARTE RECEPTORA, observadas as ressalvas abaixo.",changed
Não se consideram INFORMAÇÕES CONFIDENCIAIS as informações que:,Não se consideram INFORMAÇÕES CONFIDENCIAIS as informações que:,equal
forem de conhecimento da PARTE RECEPTORA à época da assinatura deste Acordo;,forem de conhecimento da PARTE RECEPTORA à época da assinatura deste ACORDO;,equal
"forem ou se tornem disponíveis ao público em geral, desde que sua disponibilidade não se dê em virtude de violação deste ACORDO pela PARTE RECEPTORA ou por seus diretores, funcionários e/ou prepostos a qualquer título; ou","forem ou se tornem disponíveis ao público em geral, desde que sua disponibilidade não se dê em virtude de violação deste ACORDO pela PARTE RECEPTORA ou por seus REPRESENTANTES;",changed
sejam independentemente desenvolvidas pela PARTE RECEPTORA sem referência ou utilização das INFORMAÇÕES CONFIDENCIAIS.,sejam independentemente desenvolvidas pela PARTE RECEPTORA e/ou seus REPRESENTANTES sem referência ou utilização das INFORMAÇÕES CONFIDENCIAIS;,changed
"As PARTES neste ato se obrigam ainda, por si e por seus representantes, a não usar as INFORMAÇÕES CONFIDENCIAIS para outra finalidade que não seja a análise do NEGÓCIO, ficando desde já certo e acordado que a PARTE RECEPTORA poderá revelar as INFORMAÇÕES CONFIDENCIAIS única e exclusivamente aos seus respectivos representantes que cumulativamente (a) necessitem ter acesso às INFORMAÇÕES CONFIDENCIAIS para a finalidade de avaliação do NEGÓCIO; (b) tenham sido informados pela PARTE RECEPTORA acerca da natureza confidencial das INFORMAÇÕES CONFIDENCIAIS; e (c) tenham concordado em agir estritamente de acordo com os termos e condições deste ACORDO.","As PARTES neste ato se obrigam ainda, por si e por seus REPRESENTANTES, a não usar as INFORMAÇÕES CONFIDENCIAIS para outra finalidade que não seja a análise do NEGÓCIO, ficando desde já certo e acordado que a PARTE RECEPTORA poderá revelar as INFORMAÇÕES CONFIDENCIAIS única e exclusivamente aos seus REPRESENTANTES que cumulativamente (a) necessitem ter acesso às INFORMAÇÕES CONFIDENCIAIS para a finalidade de avaliação do NEGÓCIO; (b) tenham sido informados pela PARTE RECEPTORA acerca da natureza confidencial das INFORMAÇÕES CONFIDENCIAIS; e (c) estejam sob obrigações de confidencialidade perante a PARTE RECEPTORA em termos no mínimo tão restritos quanto aos aqui previstos.",changed
"A PARTE RECEPTORA das INFORMAÇÕES CONFIDENCIAIS se obriga, ademais, a fazer com que os seus representantes cumpram integralmente os termos deste ACORDO, permanecendo a PARTE RECEPTORA solidariamente responsável com os seus representantes por toda e qualquer violação aos termos e condições deste ACORDO.","A PARTE RECEPTORA, neste ato, obriga-se por si e seus REPRESENTANTES (conforme definido abaixo) a manter sigilo e confidencialidade sobre todas as INFORMAÇÕES CONFIDENCIAIS (conforme definidas na Cláusula 2 abaixo) relacionadas ao NEGÓCIO. A PARTE RECEPTORA obriga-se ainda a não divulgar, usar, vender, licenciar, sublicenciar, ceder e/ou transferir a qualquer título ou sob qualquer forma ou pretexto, em benefício próprio e/ou de terceiros, as INFORMAÇÕES CONFIDENCIAIS em descumprimento a este Acordo ou sem o prévio consentimento por escrito da PARTE DIVULGADORA. De qualquer forma, a revelação das INFORMAÇÕES CONFIDENCIAIS é permitida para os REPRESENTANTES da PARTE RECEPTORA.",changed
"A PARTE RECEPTORA se obriga a não copiar ou usar, e a não permitir que terceiros, incluindo seus representantes, copiem ou usem, direta ou indiretamente as INFORMAÇÕES CONFIDENCIAIS. A PARTE RECEPTORA concorda e reconhece que toda e qualquer INFORMAÇÃO CONFIDENCIAL que venha a tomar conhecimento durante a avaliação do NEGÓCIO pertence única e exclusivamente à PARTE DIVULGADORA, e que a PARTE RECEPTORA não tem qualquer direito de usar tais INFORMAÇÕES CONFIDENCIAIS para fins diversos do previsto neste ACORDO. As restrições à divulgação e uso das INFORMAÇÕES CONFIDENCIAIS contempladas neste ACORDO se aplicam não apenas às INFORMAÇÕES CONFIDENCIAIS em si, mas também a todo e qualquer documento, contrato, desenho, cronograma, tabela, vídeos, gráficos e qualquer outro tipo de documento ou comunicado, seja escrito, oral, visual, áudio ou outro, relacionado às INFORMAÇÕES CONFIDENCIAIS.","A PARTE RECEPTORA se obriga a não copiar, e a não permitir que seus REPRESENTANTES copiem, as INFORMAÇÕES CONFIDENCIAIS recebidas, com exceção de cópias, reproduções ou duplicações para uso exclusivamente interno pela PARTE RECEPTORA e/ou seus REPRESENTANTES para análise do NEGÓCIO. A PARTE RECEPTORA concorda e reconhece que toda e qualquer INFORMAÇÃO CONFIDENCIAL que venha a tomar conhecimento durante a avaliação do NEGÓCIO pertence única e exclusivamente à PARTE DIVULGADORA, e que a PARTE RECEPTORA não tem qualquer direito de usar tais INFORMAÇÕES CONFIDENCIAIS para fins diversos do previsto neste ACORDO.",changed
"A PARTE RECEPTORA não divulgará, e fará com que seus representantes não divulguem, a terceiros (a) a existência deste ACORDO, das INFORMAÇÕES CONFIDENCIAIS ou a sua disponibilização; (b) a intenção das PARTES no NEGÓCIO ou qualquer outra negociação envolvendo a geração de energia elétrica; e/ou (c) as discussões e negociações entre as PARTES, passadas, presentes e futuras, envolvendo o NEGÓCIO ou a atividade de geração de energia elétrica.","Durante o prazo deste ACORDO, a PARTE RECEPTORA não divulgará, e tomará as providências razoáveis para que seus REPRESENTANTES não divulguem, em descumprimento a este ACORDO ou sem autorização da PARTE DIVULGADORA, a terceiros (a) a existência deste ACORDO, das INFORMAÇÕES CONFIDENCIAIS ou a sua disponibilização; (b) a intenção das PARTES no NEGÓCIO ; e/ou (c) as discussões e negociações entre as PARTES envolvendo o NEGÓCIO .",changed
"No caso de a PARTE RECEPTORA ser compelida por ordem judicial, administrativa ou dever legal a divulgar qualquer INFORMAÇÃO CONFIDENCIAL, deverá notificar tal fato imediatamente à PARTE DIVULGADORA, a qual poderá tomar as providências legais e jurídicas ou obter ordem judicial para preservar a confidencialidade das INFORMAÇÕES CONFIDENCIAIS, ou alternativamente, à discricionariedade exclusiva da PARTE DIVULGADORA, autorizar por escrito a divulgação da INFORMAÇÃO CONFIDENCIAL exigida. Em qualquer hipótese, a PARTE RECEPTORA deverá limitar a revelação ao estritamente necessário ao cumprimento da ordem ou dever legal.","No caso de a PARTE RECEPTORA ser compelida por ordem judicial, administrativa ou dever legal a divulgar qualquer INFORMAÇÃO CONFIDENCIAL, a PARTE RECEPTORA deverá notificar tal fato imediatamente, no limite permitido por lei, regulamentação ou pela autoridade competente, à PARTE DIVULGADORA, a qual poderá tomar as providências legais e jurídicas ou obter ordem judicial para preservar a confidencialidade das INFORMAÇÕES CONFIDENCIAIS, às suas próprias custas, ou, alternativamente, à discricionariedade exclusiva da PARTE DIVULGADORA, autorizar por escrito a divulgação da INFORMAÇÃO CONFIDENCIAL exigida. Em qualquer hipótese em que a PARTE RECEPTORA seja obrigada a fornecer tais INFORMAÇÕES CONFIDENCIAIS, a PARTE RECEPTORA deverá limitar a revelação ao estritamente necessário ao cumprimento da ordem ou dever legal.",equal
"As INFORMAÇÕES CONFIDENCIAIS contidas em meios físicos deverão ser devolvidas à PARTE DIVULGADORA de imediato, quando solicitado, ou quando não for possível a devolução, notadamente em relação a INFORMAÇÕES CONFIDENCIAIS disponibilizadas em formato digital e/ou parcela das INFORMAÇÕES CONFIDENCIAIS contida em avaliações, pareceres, análises, compilações, estudos ou outros documentos confidenciais elaborados pela ou para a PARTE RECEPTORA, deverão ser imediatamente destruídas. Fica estabelecido, contudo, que a PARTE RECEPTORA poderá conservar cópias das INFORMAÇÕES CONFIDENCIAIS única e exclusivamente para a finalidade de auditoria interna e externa e de manutenção de registro, nos termos da lei, e de mantê-las em conformidade com suas políticas usuais de conservação de INFORMAÇÕES CONFIDENCIAIS, desde que obedecido o presente ACORDO por todo o prazo em que conservar cópias das INFORMAÇÕES CONFIDENCIAIS. Todas as INFORMAÇÕES CONFIDENCIAIS permanecerão sujeitas aos termos e condições do presente ACORDO mesmo após a decisão de não prosseguir com o NEGÓCIO.","As INFORMAÇÕES CONFIDENCIAIS contidas em meios físicos deverão ser devolvidas à PARTE DIVULGADORA, quando solicitado pela PARTE DIVULGADORA por escrito, ou, quando não for possível a devolução, notadamente em relação a INFORMAÇÕES CONFIDENCIAIS disponibilizadas em formato digital e/ou parcela das INFORMAÇÕES CONFIDENCIAIS contida em avaliações, pareceres, análises, compilações, estudos ou outros documentos confidenciais elaborados para a PARTE RECEPTORA, deverão ser imediatamente destruídas. Fica estabelecido, contudo, que a PARTE RECEPTORA poderá conservar cópias das INFORMAÇÕES CONFIDENCIAIS única e exclusivamente (i) quando a destruição não for possível devido a arquivamento eletrônico não destruível e/ou à sistema de “back-up” automático; e/ou (ii) para a finalidade de auditoria interna e externa, de manutenção de registro, nos termos da lei, de atendimento a normas legais, regulatórias e de compliance, ou de mantê-las em conformidade com suas políticas usuais de conservação de INFORMAÇÕES CONFIDENCIAIS, desde que obedecido o presente ACORDO por todo o prazo em que a PARTE RECEPTORA conservar cópias das INFORMAÇÕES CONFIDENCIAIS. Todas as INFORMAÇÕES CONFIDENCIAIS permanecerão sujeitas aos termos e condições do presente ACORDO mesmo após a decisão de não prosseguir com o NEGÓCIO, pelo prazo deste ACORDO conforme previsto abaixo.",changed
Os termos e condições do ACORDO permanecerão válidos e eficazes pelo prazo de 10 anos (dez anos) a contar da data de sua assinatura.,Os termos e condições do ACORDO permanecerão válidos e eficazes pelo prazo de 2 anos (dois anos) a contar da data de sua assinatura.,changed
"O presente ACORDO não cria nenhuma obrigação às PARTES com relação ao NEGÓCIO, nem configura nenhum compromisso das PARTES em implementá-lo.","O presente ACORDO não cria nenhuma obrigação às PARTES com relação ao NEGÓCIO, nem configura nenhuma proposta, promessa de proposta, obrigação ou compromisso das PARTES em implementá-lo, nem em celebrar qualquer outra transação entre as PARTES. Cada PARTE será a única e exclusiva responsável pelos custos e despesas por ela incorridos em decorrência de revelação ou análise das INFORMAÇÕES CONFIDENCIAIS. Este ACORDO não assegura qualquer direito de exclusividade às PARTES em relação a uma eventual transação comercial entre elas ou entre a PARTE RECEPTORA e outras entidades participantes do NEGÓCIO, bem como não limita o direito das PARTES de analisar, discutir, negociar ou celebrar qualquer contrato ou negócio com quaisquer terceiros.",changed
"A PARTE RECEPTORA concorda e reconhece ademais que não deverá se basear única e exclusivamente na acuidade, precisão, suficiência ou completude das INFORMAÇÕES CONFIDENCIAIS para a avaliação do NEGÓCIO.","A PARTE RECEPTORA concorda e reconhece ademais que não deverá se basear única e exclusivamente na acuidade, precisão, suficiência ou completude das INFORMAÇÕES CONFIDENCIAIS para a avaliação do NEGÓCIO. De toda forma, a PARTE DIVULGADORA declara e reconhece que não omitiu, voluntariamente, qualquer INFORMAÇÃO CONFIDENCIAL que julgue relevante para a análise, pela PARTE RECEPTORA, do NEGÓCIO e o escopo deste ACORDO.",changed
"As PARTES se obrigam, desde já, a realizar os estudos do NEGÓCIO única e exclusivamente nos termos previsto no presente ACORDO","As PARTES se obrigam em todo e qualquer ato relacionado com o presente ACORDO, a cumprir os seguintes princípios:",changed
"É especificamente entendido e acordado que o inadimplemento de qualquer cláusula deste ACORDO pelas PARTES e/ou suas respectivas afiliadas resultará em uma ofensa irreparável à outra Parte; que o recurso previsto em lei, isoladamente, poderá ser um recurso inadequado para tal inadimplemento e que, adicionalmente a qualquer outro recurso que possa ter, a PARTE inocente terá direito de requerer a execução específica deste ACORDO, nos termos dos artigos 497 do Código de Processo Civil Brasileiro (Lei nº 13.105/2015), sem que seja necessária a comprovação de quaisquer danos efetivos e sem limitação a quaisquer direitos a indenização por perdas e danos e quaisquer outros recursos disponíveis, sendo entendido que essa medida é adicional, e não exclusiva, de quaisquer outros recursos.","É especificamente entendido e acordado que o inadimplemento de qualquer cláusula deste ACORDO pelas PARTES e/ou suas AFILIADAS resultará em uma ofensa irreparável à outra PARTE; que o recurso previsto em lei, isoladamente, poderá ser um recurso inadequado para tal inadimplemento e que, adicionalmente a qualquer outro recurso que possa ter, a PARTE inocente terá direito de requerer a execução específica deste ACORDO, nos termos dos artigos 497 do Código de Processo Civil Brasileiro (Lei nº 13.105/2015) a fim de que as obrigações aqui previstas sejam satisfeitas, sem limitação a direitos à indenização por danos diretos incorridos pela PARTE adimplente, devidamente apurados e comprovados por decisão judicial transitada em julgado, nos termos da Cláusula 21 abaixo, e quaisquer outros recursos disponíveis, sendo entendido que essa medida é adicional, e não exclusiva, de quaisquer outros recursos.",changed
"Sem prejuízo de quaisquer outros direitos ou remédios disponíveis à PARTE inocente nos termos deste ACORDO ou da legislação aplicável, caso a PARTE infratora e/ou suas respectivas afiliadas venham a descumprir comprovadamente quaisquer dos termos e condições deste ACORDO, seja por ação ou omissão, a PARTE infratora deverá pagar à PARTE inocente uma multa no valor de R$ 5.000.000,00 (Cinco Milhões de Reais), por evento de descumprimento.","Em caso de comprovado descumprimento por qualquer das PARTES e/ou por seus REPRESENTANTES das obrigações previstas neste instrumento, a PARTE adimplente poderá rescindir automaticamente o presente ACORDO, sem que isso lhe gere qualquer ônus e/ou multa de qualquer natureza, independentemente de interpelação judicial e/ou extrajudicial, estando a PARTE inadimplente sujeita à recomposição dos danos diretos incorridos pela PARTE adimplente, devidamente apurados e comprovados por meio de decisão judicial transitada em julgado, nos termos da legislação aplicável.",changed
"As PARTES concordam e reconhecem que, dada a natureza confidencial do NEGÓCIO e das INFORMAÇÕES CONFIDENCIAIS, quaisquer solicitações de INFORMAÇÕES CONFIDENCIAIS ou comunicações sobre o NEGÓCIO deverão ser dirigidas única e exclusivamente às seguintes pessoas:","As PARTES concordam e reconhecem que, dada a natureza confidencial do NEGÓCIO e das INFORMAÇÕES CONFIDENCIAIS, todas as notificações, solicitações e comunicações nos termos deste ACORDO deverão ser efetuadas por escrito e entregues por meio de carta registrada com confirmação de recebimento ou enviadas por e-mail com aviso de recebimento, dirigidas única e exclusivamente às seguintes pessoas:",changed
"As obrigações e direitos previstos neste ACORDO não poderão ser transferidos ou cedidos a terceiros, total ou parcialmente, sem autorização prévia, por escrito, da outra PARTE.","As obrigações e direitos previstos neste ACORDO não poderão ser transferidos ou cedidos a terceiros, total ou parcialmente, sem autorização prévia, por escrito, da outra PARTE. Qualquer emenda, aditivo ou alteração a este ACORDO deverá ser celebrado mediante um novo instrumento escrito, assinado por ambas as PARTES.",changed
"As obrigações ora assumidas são extensivas aos cessionários e sucessores das PARTES, a qualquer título.","As obrigações ora assumidas são extensivas aos cessionários e sucessores das PARTES, a qualquer título.",equal
"As PARTES declaram não haver quaisquer outros entendimentos, acordos ou declarações, expressas ou implícitas, com relação a este ACORDO que não estejam aqui especificadas.","As PARTES declaram não haver quaisquer outros entendimentos, acordos ou declarações, expressas ou implícitas, com relação a este ACORDO que não estejam aqui especificadas.",equal
"As PARTES se obrigam em todo e qualquer ato, relacionado ou não com o presente ACORDO, a cumprir os seguintes princípios:","As PARTES se obrigam em todo e qualquer ato relacionado com o presente ACORDO, a cumprir os seguintes princípios:",changed
Não utilizar mão de obra infantil;,Não utilizar mão de obra infantil;,equal
Não utilizar mão de obra escrava;,Não utilizar mão de obra escrava;,equal
"Não empregar adolescentes em atividades noturnas, insalubres e/ou perigosas; e","Não empregar adolescentes em atividades noturnas, insalubres e/ou perigosas; e",equal
Não praticar atos de corrupção.,"Não praticar atos de corrupção, nos termos da Lei nº 12.846/2013.",changed
"Em caso de comprovado descumprimento por qualquer das PARTES e/ou por seus representantes legais, empregados e/ou prepostos a qualquer título, das obrigações previstas neste instrumento, a PARTE inocente poderá rescindir automaticamente o presente ACORDO, sem que isso lhe gere qualquer ônus e/ou multa de qualquer natureza, estando a PARTE infratora e seus representantes legais sujeitos ao pagamento de perdas e danos sofridos pela PARTE inocente.","Em caso de comprovado descumprimento por qualquer das PARTES e/ou por seus REPRESENTANTES das obrigações previstas neste instrumento, a PARTE adimplente poderá rescindir automaticamente o presente ACORDO, sem que isso lhe gere qualquer ônus e/ou multa de qualquer natureza, independentemente de interpelação judicial e/ou extrajudicial, estando a PARTE inadimplente sujeita à recomposição dos danos diretos incorridos pela PARTE adimplente, devidamente apurados e comprovados por meio de decisão judicial transitada em julgado, nos termos da legislação aplicável.",changed
"As PARTES e seus respectivos representantes declaram e reconhecem, para todos os efeitos, que: (i) o não exercício por qualquer das PARTES, ou o atraso no exercício de qualquer direito que seja assegurado por este ACORDO ou por lei não constituirá novação ou renúncia de tal direito, nem prejudicará o seu eventual exercício; (ii) a renúncia, por qualquer das PARTES de algum desses direitos somente será válida se formalizada por escrito; (iii) a nulidade ou invalidade de qualquer das cláusulas contratuais não prejudicará a validade e eficácia das demais cláusulas e do próprio ACORDO; e (iv) possuem os poderes necessários para firmar o presente ACORDO.","As PARTES e seus REPRESENTANTES declaram e reconhecem, para todos os efeitos, que: (i) o não exercício por qualquer das PARTES, ou o atraso no exercício de qualquer direito que seja assegurado por este ACORDO ou por lei não constituirá novação ou renúncia de tal direito, nem prejudicará o seu eventual exercício; (ii) a renúncia, por qualquer das PARTES, de algum desses direitos somente será válida se formalizada por escrito; (iii) a nulidade ou invalidade de qualquer das cláusulas contratuais deste ACORDO não prejudicará a validade e eficácia das demais cláusulas e do próprio ACORDO; e (iv) possuem os poderes necessários para firmar o presente ACORDO.",equal
"O ACORDO é regido pelas leis da República Federativa do Brasil. As PARTES elegem o Foro da Comarca de São Paulo, Estado de São Paulo, para solucionar qualquer disputa decorrente deste ACORDO, com expressa renúncia de qualquer outro, por mais privilegiado ou especial que seja.","O ACORDO é regido pelas leis da República Federativa do Brasil. As PARTES elegem o Foro da Comarca do Rio de Janeiro, Capital do Estado do Rio de Janeiro, para solucionar qualquer disputa decorrente deste ACORDO, com expressa renúncia de qualquer outro, por mais privilegiado ou especial que seja.",changed
"Por estarem assim contratadas, as PARTES assinam o presente ACORDO em formato eletrônico de igual teor e forma, na presença de 2 (duas) testemunhas e reconhecem a veracidade, autenticidade, integridade, validade e eficácia deste ACORDO, celebrado em meio digital, e concordam em utilizar e reconhecem como manifestação válida a sua assinatura em formato eletrônico e/ou por meio de certificados digitais, inclusive os que utilizem certificados não emitidos pela ICP-Brasil, nos termos do Art. 10, §2°, da Medida Provisória nº 2.200-2, de 24 de agosto de 2001..","Por estarem assim contratadas, as PARTES assinam o presente ACORDO eletronicamente, em conjunto com as 2 (duas) testemunhas abaixo identificadas.",changed
,"Para os fins deste Acordo, “AFILIADA” de uma PARTE significa: (i) qualquer pessoa jurídica que, na data deste ACORDO ou a qualquer momento após a data deste ACORDO, seja CONTROLADA por, seja CONTROLADORA da, ou esteja sob CONTROLE ou influência significativa comum, direta ou indiretamente, com a primeira, sendo que para fins deste ACORDO, os termos “CONTROLE”, “CONTROLADA” e “CONTROLADORA” têm o significado que lhes é atribuído pelo artigo 116 da Lei nº 6.404/76; bem como significa (ii) qualquer fundo de investimento que seja gerido com poderes discricionários de investimento pela respectiva PARTE; e qualquer outro fundo de investimento que seja gerido por uma AFILIADA da PARTE, desde que em ambos os casos tenha poderes discricionários de investimento.",added
,"Para os fins deste ACORDO, o termo “REPRESENTANTES” de uma PARTE são os sócios, administradores, diretores, gerentes, membros de conselhos ou comitês ou de quaisquer órgãos consultivos, representantes, dirigentes, procuradores, empregados, subcontratados ou consultores, presentes ou futuros (incluindo, sem qualquer limitação, advogados, contadores, consultores financeiros, auditores, etc.), pessoas físicas ou jurídicas, da PARTE e/ou de uma AFILIADA da PARTE, sendo certo que, para os fins deste ACORDO, apenas serão considerados REPRESENTANTES aqueles que efetivamente recebam ou forneçam acesso à INFORMAÇÃO CONFIDENCIAL e/ou que estejam diretamente envolvidos no NEGÓCIO.",added
,"tenham sido legitimamente recebida de terceiros, estranhos ao presente ACORDO; e",added
,tiverem a sua divulgação expressamente autorizada pela PARTE DIVULGADORA à PARTE RECEPTORA;,added
,A PARTE RECEPTORA reconhece que será responsável por toda e qualquer violação de seus REPRESENTANTES aos termos e condições deste ACORDO.,added
